Console,Title,Usedprice,Review Score,US Sales (millions)
X360,Tekken 6,29.95,80,0.55
Nintendo Wii,Disney/Pixar Cars: Race-O-Rama,26.95,58,0.54
X360,Sonic's Ultimate Genesis Collection,17.95,79,0.53
Nintendo Wii,Band Hero,29.95,79,0.53
Nintendo Wii,Ghostbusters: The Video Game,17.95,76,0.52
X360,NHL 10 ,44.95,88,0.52
X360,Guitar Hero: Metallica,29.95,84,0.5
PlayStation 3,Marvel Ultimate Alliance 2,24.95,74,0.49
Sony PSP,LittleBigPlanet,32.95,87,0.49
PlayStation 3,WWE SmackDown vs. Raw 2010,32.95,81,0.48
Nintendo Wii,Monster Hunter Tri,34.95,84,0.48
X360,DJ Hero,39.95,84,0.47
PlayStation 3,skate 2,17.95,84,0.46
PlayStation 3,Br�tal Legend,17.95,83,0.46
X360,Bayonetta,39.95,90,0.46
X360,The Godfather II,16.95,65,0.46
PlayStation 3,Guitar Hero 5,29.95,86,0.45
Sony PSP,Monster Hunter Freedom Unite,24.95,81,0.45
Nintendo Wii,WWE SmackDown vs. Raw 2010,24.95,78,0.45
X360,Red Faction: Guerrilla,16.95,85,0.45
Nintendo Wii,The House of the Dead: Overkill,17.95,78,0.44
X360,MX vs ATV Reflex,27.95,75,0.44
Nintendo Wii,Metroid Prime Trilogy,39.95,91,0.43
X360,Ghostbusters: The Video Game,17.95,79,0.43
X360,LEGO Indiana Jones 2: The Adventure Continues ,17.95,71,0.42
Nintendo DS,Drawn to Life: The Next Chapter,17.95,72,0.42
PlayStation 3,The Godfather II,17.95,67,0.42
PlayStation 3,MX vs ATV Reflex,32.95,74,0.42
Sony PSP,Gran Turismo,17.95,74,0.41
PlayStation 3,NHL 10,44.95,88,0.4
Nintendo Wii,Guitar Hero: Metallica,24.95,85,0.4
X360,X-Men Origins: Wolverine (Uncaged Edition),22.95,75,0.4
Nintendo Wii,MadWorld,12.95,81,0.39
PlayStation 3,The Lord of the Rings: Conquest,17.95,54,0.38
Nintendo Wii,DJ Hero,49.95,87,0.38
Nintendo Wii,LEGO Rock Band,26.95,70,0.37
Nintendo Wii,Star Wars: The Clone Wars - Republic Heroes,16.95,48,0.37
Sony PSP,Assassin's Creed: Bloodlines,22.95,63,0.37
PlayStation 3,Bayonetta,39.95,87,0.37
X360,The Lord of the Rings: Conquest,17.95,55,0.36
PlayStation 3,BlazBlue: Calamity Trigger ,23.95,87,0.36
PlayStation 3,LEGO Indiana Jones 2: The Adventure Continues ,17.95,70,0.36
Nintendo Wii,Resident Evil: The Darkside Chronicles,29.95,75,0.36
Nintendo Wii,Boom Blox Bash Party,24.95,86,0.34
Nintendo Wii,Indiana Jones and the Staff of Kings,17.95,55,0.33
PlayStation 3,DJ Hero,44.95,86,0.33
PlayStation 3,Call of Juarez: Bound in Blood,17.95,78,0.33
Nintendo Wii,NHL 2K10,29.95,79,0.33
Nintendo Wii,We Ski & Snowboard,24.95,66,0.33
X360,F.E.A.R. 2: Project Origin,16.95,77,0.33
X360,LEGO Rock Band,24.95,71,0.32
PlayStation 3,Ghostbusters: The Video Game,17.95,78,0.32
X360,DiRT 2,32.95,87,0.32
PlayStation 3,X-Men Origins: Wolverine (Uncaged Edition),29.95,73,0.31
PlayStation 3,Red Faction: Guerrilla,17.95,85,0.3
PlayStation 3,Pro Evolution Soccer 2010,27.95,78,0.29
PlayStation 3,James Cameron's Avatar: The Game,24.95,60,0.29
X360,Call of Juarez: Bound in Blood,17.95,77,0.29
X360,Transformers: Revenge of the Fallen,19.95,61,0.29
Nintendo Wii,Guitar Hero Smash Hits,24.95,74,0.28
X360,Band Hero,27.95,76,0.28
Nintendo Wii,Dead Space: Extraction,24.95,82,0.28
PlayStation 3,IL-2 Sturmovik: Birds of Prey,24.95,81,0.28
PlayStation 3,White Knight Chronicles (EX Edition),39.95,64,0.28
Nintendo Wii,The Conduit,22.95,69,0.28
Nintendo Wii,Harry Potter and the Half-Blood Prince,24.95,60,0.28
Nintendo Wii,Spore Hero,19.95,61,0.28
PlayStation 3,Guitar Hero: Metallica,29.95,86,0.27
PlayStation 3,DiRT 2,34.95,87,0.27
X360,Sacred 2: Fallen Angel,27.95,71,0.26
Sony PSP,Grand Theft Auto: Chinatown Wars ,24.95,90,0.25
Sony PSP,Resistance: Retribution,17.95,81,0.25
Nintendo Wii,Major League Baseball 2K9,19.95,61,0.25
Nintendo Wii,Marvel Ultimate Alliance 2,27.95,50,0.24
Sony PSP,MLB 09: The Show,17.95,78,0.24
PlayStation 3,Band Hero,32.95,76,0.24
X360,The Saboteur,17.95,73,0.24
X360,Wheelman,19.95,64,0.24
Nintendo DS,Bookworm Deluxe,17.95,73,0.23
PlayStation 3,Operation Flashpoint: Dragon Rising,29.95,76,0.23
X360,Wolfenstein,22.95,72,0.23
Nintendo DS,Final Fantasy: Crystal Chronicles - Ring of Fates,19.95,77,0.22
Nintendo DS,Monsters vs. Aliens,17.95,47,0.22
PlayStation 3,WET,24.95,70,0.22
Nintendo Wii,Ben 10 Alien Force: Vilgax Attacks,24.95,70,0.22
X360,WET,27.95,69,0.22
PlayStation 3,Tom Clancy's H.A.W.X,24.95,74,0.21
Nintendo Wii,Silent Hill: Shattered Memories,39.95,79,0.21
Nintendo Wii,Transformers: Revenge of the Fallen,19.95,53,0.21
Nintendo Wii,Up,16.95,62,0.2
PlayStation 3,Sacred 2: Fallen Angel,24.95,70,0.2
X360,BlazBlue: Calamity Trigger (Limited Edition),32.95,86,0.2
Nintendo DS,Harry Potter and the Half-Blood Prince,17.95,48,0.2
Nintendo DS,Picross 3D,16.95,83,0.2
X360,Guitar Hero Smash Hits,19.95,71,0.19
PlayStation 3,Pinball Hall of Fame: The Williams Collection,17.95,82,0.19
PlayStation 3,Transformers: Revenge of the Fallen,19.95,63,0.19
PlayStation 3,Wolfenstein,24.95,71,0.19
Nintendo Wii,Shaun White Snowboarding: World Stage,19.95,72,0.19
Nintendo DS,Ghostbusters: The Video Game,17.95,55,0.18
PlayStation 3,F.E.A.R. 2: Project Origin,17.95,79,0.18
Nintendo Wii,Final Fantasy: Crystal Chronicles - The Crystal...,29.95,66,0.18
Nintendo DS,Ace Attorney Investigations: Miles Edgeworth,24.95,78,0.17
Nintendo Wii,Mini Ninjas,17.95,79,0.17
X360,IL-2 Sturmovik: Birds of Prey,24.95,80,0.17
X360,Wanted: Weapons of Fate,12.95,62,0.17
PlayStation 3,Guitar Hero Smash Hits,22.95,73,0.16
PlayStation 3,LEGO Rock Band,22.95,75,0.16
PlayStation 3,Katamari Forever,39.95,74,0.16
Nintendo Wii,G.I. Joe: The Rise of Cobra,17.95,51,0.16
Sony PSP,Phantasy Star Portable,27.95,64,0.16
PlayStation 3,Major League Baseball 2K9,14.95,61,0.16
Nintendo Wii,A Boy and his Blob,24.95,80,0.16
Nintendo Wii,Night at the Museum: Battle of the Smithsonian,22.95,54,0.16
X360,Battlestations: Pacific,24.95,76,0.16
X360,Up,19.95,61,0.15
X360,Overlord II,19.95,75,0.15
X360,Star Wars: The Clone Wars - Republic Heroes,16.95,43,0.15
Sony PSP,Jak & Daxter: The Lost Frontier,17.95,71,0.15
X360,Afro Samurai,16.95,65,0.15
X360,The Chronicles of Riddick: Assault on Dark Athena,16.95,82,0.15
X360,Divinity II: Ego Draconis,34.95,62,0.15
X360,Harry Potter and the Half-Blood Prince,19.95,64,0.15
X360,Section 8,19.95,69,0.15
X360,Tropico 3,34.95,75,0.15
PlayStation 3,Star Wars: The Clone Wars - Republic Heroes,16.95,43,0.14
X360,G.I. Joe: The Rise of Cobra,17.95,42,0.14
Nintendo DS,Marvel Ultimate Alliance 2,19.95,65,0.14
PlayStation 3,Wanted: Weapons of Fate,16.95,61,0.14
Nintendo Wii,SimAnimals,17.95,58,0.14
Nintendo DS,The Wizard of Oz: Beyond the Yellow Brick Road,23.95,68,0.13
Nintendo DS,X-Men Origins: Wolverine,17.95,55,0.13
PlayStation 3,Buzz!: Quiz World,49.95,80,0.13
PlayStation 3,Saw,29.95,59,0.13
Nintendo Wii,Dead Rising: Chop Till You Drop,22.95,61,0.13
X360,Leisure Suit Larry: Box Office Bust,14.95,25,0.13
X360,Saw,29.95,59,0.13
PlayStation 3,Terminator: Salvation,17.95,43,0.12
Nintendo DS,Shin Megami Tensei: Devil Survivor,23.95,84,0.12
PlayStation 3,Afro Samurai,17.95,65,0.12
PlayStation 3,Bionic Commando,13.95,71,0.12
PlayStation 3,Disney/Pixar Cars: Race-O-Rama,32.95,61,0.12
PlayStation 3,Harry Potter and the Half-Blood Prince,19.95,66,0.12
PlayStation 3,Wheelman,22.95,66,0.12
Nintendo Wii,Little King's Story,24.95,87,0.12
X360,Bionic Commando,12.95,70,0.12
X360,NHL 2K10 ,24.95,69,0.12
PlayStation 3,NHL 2K10,24.95,66,0.11
X360,Fairytale Fights,16.95,51,0.11
X360,Trivial Pursuit,17.95,66,0.11
PlayStation 3,G.I. Joe: The Rise of Cobra,19.95,43,0.11
Nintendo Wii,Monsters vs. Aliens,19.95,69,0.11
X360,Blood Bowl,39.95,61,0.11
X360,Disney/Pixar Cars: Race-O-Rama,24.95,54,0.11
Nintendo DS,Dragon Ball Z: Attack of the Saiyans,17.95,73,0.11
Nintendo DS,Might & Magic: Clash of Heroes,24.95,86,0.11
Nintendo Wii,Dawn of Discovery,17.95,81,0.11
Nintendo Wii,Final Fantasy: Crystal Chronicles - Echoes of Time,24.95,64,0.11
Nintendo Wii,Phantom Brave,29.95,76,0.11
X360,Terminator: Salvation,14.95,48,0.11
X360,Velvet Assassin,19.95,56,0.11
PlayStation 3,Up,24.95,65,0.1
X360,Pro Evolution Soccer 2010,27.95,78,0.1
PlayStation 3,The King of Fighters XII,29.95,57,0.1
PlayStation 3,Monsters vs. Aliens,19.95,66,0.1
PlayStation 3,Overlord II,19.95,72,0.1
Nintendo DS,Peggle: Dual Shot,17.95,84,0.1
Nintendo DS,Puzzle Quest: Galactrix,14.95,75,0.1
Nintendo DS,WarioWare D.I.Y.,32.95,83,0.1
PlayStation 3,The Chronicles of Riddick: Assault on Dark Athena,17.95,80,0.1
PlayStation 3,Heroes Over Europe,24.95,62,0.1
PlayStation 3,Mini Ninjas,24.95,73,0.1
PlayStation 3,Rogue Warrior,22.95,27,0.1
PlayStation 3,Stormrise,14.95,51,0.1
Nintendo Wii,Ice Age: Dawn of the Dinosaurs,24.95,73,0.1
Nintendo Wii,Virtua Tennis 2009,24.95,73,0.1
X360,50 Cent: Blood on the Sand,19.95,71,0.1
X360,Eat Lead: The Return of Matt Hazard,14.95,53,0.1
X360,Virtua Tennis 2009,17.95,70,0.09
Nintendo DS,Puzzle Kingdoms,13.95,64,0.09
Sony PSP,Indiana Jones and the Staff of Kings,17.95,63,0.09
PlayStation 3,Eat Lead: The Return of Matt Hazard,17.95,51,0.09
PlayStation 3,Fairytale Fights,17.95,53,0.09
Nintendo Wii,Overlord: Dark Legend,17.95,68,0.09
Nintendo Wii,Puzzle Kingdoms,12.95,63,0.09
X360,Ben 10 Alien Force: Vilgax Attacks,27.95,61,0.09
X360,CSI: Crime Scene Investigation - Deadly Intent,24.95,51,0.09
X360,Hannah Montana: The Movie,16.95,25,0.09
X360,Jurassic: The Hunted,24.95,60,0.09
X360,Mini Ninjas,24.95,73,0.09
X360,Ninja Blade,19.95,68,0.09
PlayStation 3,Virtua Tennis 2009,24.95,70,0.08
Nintendo Wii,Guitar Hero: Van Halen,34.95,50,0.08
PlayStation 3,Watchmen: The End is Nigh - The Complete Experi...,17.95,59,0.08
Nintendo Wii,Broken Sword: Shadow of the Templars - The Dire...,19.95,74,0.08
Nintendo DS,The Lord of the Rings: Conquest,17.95,61,0.08
Sony PSP,Half-Minute Hero,17.95,84,0.08
PlayStation 3,50 Cent: Blood on the Sand,19.95,72,0.08
PlayStation 3,FUEL,16.95,67,0.08
Nintendo Wii,Deadly Creatures,17.95,72,0.08
X360,FUEL,14.95,66,0.08
X360,Heroes Over Europe,19.95,62,0.08
X360,Rogue Warrior,19.95,28,0.08
X360,X-Blades,17.95,50,0.08
X360,Guitar Hero: Van Halen,29.95,57,0.07
X360,Monsters vs. Aliens,22.95,63,0.07
X360,Watchmen: The End is Nigh: Parts 1 and 2,14.95,56,0.07
Nintendo DS,Fighting Fantasy: The Warlock of Firetop Mountain,24.95,45,0.07
Nintendo DS,Overlord Minions,7.95,58,0.07
PlayStation 3,Damnation,17.95,36,0.07
PlayStation 3,Ice Age: Dawn of the Dinosaurs,34.95,67,0.07
X360,Ice Age: Dawn of the Dinosaurs,29.95,68,0.07
X360,Night at the Museum: Battle of the Smithsonian,19.95,50,0.07
X360,Raven Squad: Operation Hidden Dagger,17.95,38,0.07
X360,Stormrise,14.95,48,0.07
PlayStation 3,SingStar Queen,19.95,74,0.06
PlayStation 3,Guitar Hero: Van Halen,29.95,59,0.06
PlayStation 3,Planet 51: The Game,22.95,50,0.06
X360,Damnation,19.95,36,0.06
X360,The King of Fighters XII,24.95,63,0.06
Nintendo DS,Broken Sword: Shadow of the Templars - The Dire...,17.95,78,0.06
Nintendo DS,Henry Hatsworth in the Puzzling Adventure,17.95,82,0.06
Sony PSP,Crimson Gem Saga,24.95,78,0.06
Sony PSP,Prinny: Can I Really Be the Hero?,22.95,72,0.06
PlayStation 3,Leisure Suit Larry: Box Office Bust,17.95,17,0.06
Nintendo Wii,Cursed Mountain,14.95,67,0.06
Nintendo Wii,Rygar: The Legendary Adventure,17.95,52,0.06
Nintendo Wii,Safecracker: The Ultimate Puzzle Adventure,17.95,56,0.06
X360,Planet 51: The Game,19.95,53,0.05
Nintendo DS,Black Sigil: Blade of the Exiled,24.95,58,0.05
Nintendo DS,Infinite Space,29.95,75,0.05
Nintendo DS,Moon,17.95,71,0.05
Nintendo DS,Safecracker: The Ultimate Puzzle Adventure,24.95,43,0.05
Sony PSP,ObsCure: The Aftermath,29.95,66,0.05
Sony PSP,Undead Knights,29.95,63,0.05
PlayStation 3,MLB Front Office Manager,19.95,49,0.05
PlayStation 3,Shellshock 2: Blood Trails,16.95,35,0.05
PlayStation 3,X-Blades,19.95,50,0.05
Nintendo Wii,Cate West: The Vanishing Files,16.95,65,0.05
Nintendo Wii,Coraline,12.95,42,0.05
Nintendo Wii,Grey's Anatomy: The Video Game,19.95,65,0.05
Nintendo Wii,Pool Hall Pro,12.95,62,0.05
Nintendo Wii,Rogue Trooper,27.95,70,0.05
X360,MLB Front Office Manager,17.95,47,0.05
X360,Race Pro,19.95,72,0.05
X360,Shellshock 2: Blood Trails,14.95,30,0.05
Nintendo Wii,Samurai Shodown Anthology,24.95,74,0.04
X360,Raiden Fighters Aces,17.95,73,0.04
Nintendo DS,Dawn of Discovery,17.95,82,0.04
Nintendo DS,Jake Hunter Detective Story: Memories of the Past,24.95,72,0.04
Sony PSP,Air Conflicts: Aces of World War II,24.95,36,0.04
Sony PSP,Mimana Iyar Chronicles,34.95,45,0.04
Sony PSP,Shadow of Destiny,17.95,54,0.04
X360,Risen,44.95,60,0.04
Nintendo DS,Jewel Quest Mysteries,17.95,68,0.03
Sony PSP,Dynasty Warriors: Strikeforce,24.95,65,0.03
Nintendo DS,PDC World Championship Darts 2009,11.95,45,0.02
Nintendo DS,Legacy of Ys: Books I & II,27.95,67,0.01
Nintendo Wii,Super Mario Galaxy 2,39.95,98,3.3
X360,Red Dead Redemption,49.95,95,2.65
PlayStation 3,God of War III,44.95,92,2.58
X360,Battlefield: Bad Company 2,47.95,88,1.91
PlayStation 3,Red Dead Redemption,49.95,95,1.86
X360,Mass Effect 2,32.95,96,1.72
X360,BioShock 2,39.95,88,1.22
PlayStation 3,Battlefield: Bad Company 2,44.95,88,1.13
X360,Tom Clancy's Splinter Cell: Conviction,44.95,85,1.06
X360,Final Fantasy XIII,44.95,82,1.03
PlayStation 3,Heavy Rain,44.95,87,0.83
PlayStation 3,MAG,34.95,76,0.74
PlayStation 3,MLB 10: The Show,47.95,91,0.65
PlayStation 3,BioShock 2,37.95,88,0.64
PlayStation 3,Darksiders,32.95,82,0.59
X360,Alan Wake,47.95,83,0.59
X360,Darksiders,32.95,83,0.59
PlayStation 3,Dante's Inferno (Divine Edition),34.95,75,0.56
X360,Aliens vs Predator,34.95,64,0.52
X360,Dante's Inferno,34.95,73,0.49
X360,Army of Two: The 40th Day,34.95,73,0.45
Nintendo Wii,Endless Ocean: Blue World,24.95,76,0.42
Nintendo DS,Sonic Classic Collection,24.95,70,0.4
X360,Just Cause 2,49.95,81,0.4
PlayStation 3,ModNation Racers,49.95,82,0.39
PlayStation 3,Aliens vs Predator,39.95,65,0.35
PlayStation 3,Army of Two: The 40th Day,34.95,74,0.33
PlayStation 3,Just Cause 2,44.95,83,0.32
X360,Lost Planet 2,49.95,68,0.31
Nintendo Wii,Sonic & SEGA All-Stars Racing,32.95,78,0.29
Nintendo Wii,Tatsunoko vs. Capcom Ultimate All-Stars,39.95,85,0.27
PlayStation 3,3D Dot Game Heroes,34.95,77,0.27
X360,Dragon Age: Origins - Awakening,32.95,80,0.24
X360,Prince of Persia: The Forgotten Sands (Limited ...,47.95,73,0.24
X360,Split/Second,49.95,82,0.22
PlayStation 3,Lost Planet 2,47.95,68,0.2
PlayStation 3,Sonic & SEGA All-Stars Racing,39.95,77,0.19
PlayStation 3,Dragon Age: Origins - Awakening,34.95,80,0.19
Nintendo Wii,Alice in Wonderland,32.95,69,0.18
PlayStation 3,Way of the Samurai 3,34.95,58,0.18
X360,Metro 2033,39.95,77,0.18
X360,Sonic & SEGA All-Stars Racing,39.95,75,0.18
X360,Blur,39.95,82,0.17
Nintendo Wii,How to Train Your Dragon,39.95,59,0.17
Sony PSP,MLB 10: The Show,32.95,79,0.16
PlayStation 3,Prince of Persia: The Forgotten Sands (Limited ...,44.95,75,0.16
PlayStation 3,Dark Void,22.95,59,0.15
X360,Dark Void,22.95,59,0.15
X360,Record of Agarest War,39.95,71,0.15
X360,Supreme Commander 2,39.95,75,0.15
PlayStation 3,Blur,44.95,82,0.14
PlayStation 3,Resonance of Fate,47.95,72,0.14
X360,Way of the Samurai 3,29.95,55,0.12
Nintendo Wii,Sin & Punishment: Star Successor,39.95,87,0.11
Nintendo Wii,Trauma Team,34.95,81,0.1
Nintendo DS,Mega Man Zero Collection,24.95,77,0.1
PlayStation 3,NieR,44.95,68,0.09
X360,NieR,47.95,67,0.09
X360,Resonance of Fate,49.95,74,0.09
Nintendo DS,Shin Megami Tensei: Strange Journey,29.95,82,0.08
Sony PSP,Silent Hill: Shattered Memories,24.95,73,0.07
PlayStation 3,Vancouver 2010,32.95,56,0.06
Nintendo Wii,Data East Arcade Classics,16.95,56,0.06
X360,How to Train Your Dragon,39.95,58,0.05
X360,Prison Break: The Conspiracy,32.95,40,0.05
PlayStation 3,How to Train Your Dragon,39.95,51,0.05
X360,Vancouver 2010,24.95,54,0.05
X360,MotoGP 09/10,39.95,69,0.04
PlayStation 3,MotoGP 09/10,39.95,70,0.04
PlayStation 3,Prison Break: The Conspiracy,32.95,41,0.04
Nintendo Wii,"Sakura Wars: So Long, My Love",24.95,74,0.04
X360,Record of Agarest War (The Really Naughty Limited Edition),49.95,71,0.04
Sony PSP,Metal Slug XX,16.95,67,0.02
